age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y
52,blue-collar,married,secondary,no,2027,yes,no,unknown,14,may,2,-1,0,unknown,no
36,blue-collar,married,secondary,no,1571,yes,yes,unknown,8,may,3,-1,0,unknown,no
62,blue-collar,married,primary,no,1892,no,no,cellular,18,aug,4,-1,0,unknown,yes
66,retired,married,tertiary,no,2339,no,no,cellular,11,feb,1,181,3,failure,yes
63,management,married,tertiary,no,7417,no,no,cellular,2,feb,3,-1,0,unknown,yes
52,unknown,married,primary,no,1819,yes,yes,cellular,20,apr,4,340,2,success,yes
32,technician,single,secondary,no,987,yes,yes,cellular,5,may,2,286,6,failure,yes
35,unemployed,married,tertiary,no,1772,yes,yes,cellular,16,apr,1,-1,0,unknown,no
37,management,single,tertiary,no,1413,no,no,cellular,29,aug,6,-1,0,unknown,no
61,retired,divorced,secondary,no,2536,no,no,unknown,5,nov,1,-1,0,unknown,yes
45,blue-collar,married,secondary,no,1526,no,yes,cellular,4,jul,2,-1,0,unknown,no
50,unemployed,married,tertiary,no,975,yes,no,unknown,19,may,7,-1,0,unknown,no
41,services,single,secondary,no,8489,yes,no,cellular,15,may,3,357,3,other,yes
40,technician,married,tertiary,no,2683,yes,no,unknown,8,may,1,-1,0,unknown,no
39,technician,single,secondary,no,5186,no,no,cellular,12,aug,3,-1,0,unknown,yes
85,retired,divorced,primary,no,1722,no,no,telephone,31,may,1,77,3,success,no
40,management,married,tertiary,no,4315,no,no,cellular,21,nov,4,-1,0,unknown,yes
42,management,married,tertiary,no,3003,yes,no,telephone,21,nov,1,-1,0,unknown,no
46,management,divorced,tertiary,no,3496,no,yes,cellular,21,nov,1,-1,0,unknown,no
32,student,single,secondary,no,1467,yes,no,cellular,19,nov,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,1325,yes,no,unknown,29,may,2,-1,0,unknown,no
30,student,single,tertiary,no,2982,no,no,cellular,15,feb,4,-1,0,unknown,yes
33,management,married,tertiary,no,1575,no,no,cellular,13,aug,7,-1,0,unknown,yes
44,technician,single,secondary,no,1518,no,no,cellular,21,aug,2,-1,0,unknown,no
53,housemaid,divorced,secondary,no,10745,no,no,cellular,18,jul,4,-1,0,unknown,yes
44,management,married,tertiary,no,1792,yes,no,cellular,3,aug,2,-1,0,unknown,yes
33,housemaid,single,primary,no,28390,no,no,cellular,21,apr,2,-1,0,unknown,yes
29,admin.,married,secondary,no,2120,yes,yes,cellular,6,may,1,334,2,success,yes
37,technician,married,secondary,no,1420,no,no,telephone,28,jan,3,-1,0,unknown,no
29,admin.,divorced,secondary,no,1872,yes,no,cellular,16,jul,1,-1,0,unknown,yes
59,entrepreneur,divorced,secondary,yes,1542,yes,no,cellular,11,may,1,370,4,other,no
43,blue-collar,married,secondary,yes,2137,no,yes,cellular,24,jul,1,-1,0,unknown,yes
29,technician,single,secondary,no,1558,no,no,unknown,1,jul,2,-1,0,unknown,yes
34,blue-collar,single,secondary,no,3140,yes,no,unknown,21,may,2,-1,0,unknown,no
28,management,married,tertiary,no,1743,no,no,cellular,30,jan,2,-1,0,unknown,no
44,entrepreneur,married,tertiary,no,1634,yes,yes,unknown,7,may,1,-1,0,unknown,no
59,retired,married,tertiary,no,1395,yes,yes,unknown,28,may,1,-1,0,unknown,yes
34,blue-collar,married,secondary,yes,1337,yes,no,cellular,16,apr,1,272,1,other,yes
34,technician,married,unknown,no,15952,no,no,cellular,31,dec,3,198,2,success,no
34,management,married,tertiary,no,3947,yes,no,cellular,14,may,5,-1,0,unknown,yes
48,admin.,married,secondary,no,2071,yes,yes,unknown,15,may,3,-1,0,unknown,yes
45,entrepreneur,married,tertiary,no,1707,no,no,cellular,29,jul,2,-1,0,unknown,no
39,management,married,tertiary,no,3219,yes,no,unknown,29,may,2,-1,0,unknown,no
36,technician,married,secondary,no,1426,yes,no,unknown,15,may,1,-1,0,unknown,no
45,services,married,secondary,no,1485,no,no,cellular,31,jul,2,-1,0,unknown,no
60,technician,single,secondary,no,1815,no,yes,cellular,14,jul,2,-1,0,unknown,no
52,admin.,married,primary,no,1696,no,yes,unknown,17,jun,6,-1,0,unknown,no
36,admin.,divorced,secondary,no,1373,no,no,cellular,18,jul,1,-1,0,unknown,yes
40,management,divorced,tertiary,no,5763,yes,no,cellular,20,nov,1,-1,0,unknown,no
39,admin.,single,secondary,no,1469,yes,no,cellular,16,apr,2,-1,0,unknown,no
82,housemaid,married,primary,no,1555,no,no,cellular,23,feb,1,189,1,failure,yes
34,technician,single,tertiary,no,15142,yes,no,cellular,14,may,1,175,3,success,no
38,admin.,single,secondary,no,1398,no,no,cellular,20,apr,1,-1,0,unknown,no
62,management,married,tertiary,no,4825,no,no,cellular,14,aug,2,-1,0,unknown,no
50,management,married,secondary,no,1535,yes,no,cellular,16,apr,1,-1,0,unknown,no
45,entrepreneur,married,secondary,no,1549,yes,no,cellular,18,jul,3,-1,0,unknown,yes
40,housemaid,married,primary,no,1507,no,no,cellular,26,aug,2,-1,0,unknown,no
36,blue-collar,married,secondary,no,5410,yes,no,cellular,24,jul,7,-1,0,unknown,no
32,admin.,single,tertiary,no,1855,no,no,cellular,30,apr,1,85,2,success,yes
36,management,single,tertiary,no,1834,yes,no,unknown,3,jun,28,-1,0,unknown,no
57,retired,married,primary,no,4744,no,no,cellular,14,aug,4,-1,0,unknown,yes
37,admin.,single,secondary,no,1525,no,yes,cellular,8,jul,2,-1,0,unknown,no
42,technician,single,tertiary,no,1862,yes,no,cellular,24,jul,1,-1,0,unknown,no
33,unemployed,married,secondary,no,1538,yes,no,cellular,19,nov,1,-1,0,unknown,no
43,management,married,secondary,no,1419,no,yes,cellular,7,jul,3,-1,0,unknown,no
37,blue-collar,divorced,primary,no,3294,yes,no,cellular,31,jul,6,-1,0,unknown,yes
53,technician,married,secondary,no,1869,yes,no,unknown,16,may,1,-1,0,unknown,no
28,technician,single,secondary,no,4028,yes,yes,unknown,2,jun,1,-1,0,unknown,no
33,technician,married,secondary,no,1555,no,yes,cellular,15,jul,6,-1,0,unknown,no
34,services,single,secondary,no,372,yes,no,cellular,7,jul,5,-1,0,unknown,no
33,services,divorced,primary,no,1960,yes,no,cellular,7,may,1,293,1,success,yes
23,student,single,secondary,no,1491,no,no,unknown,9,may,1,-1,0,unknown,no
38,services,married,secondary,no,2557,yes,yes,unknown,4,jun,1,-1,0,unknown,no
67,retired,married,primary,no,1922,no,no,cellular,16,oct,1,182,1,failure,no
28,student,single,secondary,no,3993,yes,no,cellular,5,may,1,-1,0,unknown,no
53,blue-collar,married,secondary,no,3662,yes,no,unknown,29,may,1,-1,0,unknown,no
42,management,single,unknown,no,2302,yes,no,unknown,12,may,3,-1,0,unknown,no
56,retired,divorced,tertiary,no,1401,no,no,unknown,13,may,1,-1,0,unknown,yes
38,blue-collar,married,primary,no,1415,yes,no,cellular,18,nov,2,-1,0,unknown,no
46,management,married,tertiary,no,2199,no,yes,cellular,9,jul,1,-1,0,unknown,no
72,retired,married,primary,no,5229,no,no,cellular,16,mar,1,-1,0,unknown,no
49,services,married,secondary,no,3867,no,no,cellular,22,aug,1,-1,0,unknown,no
35,management,single,tertiary,no,1366,no,no,cellular,29,jan,2,-1,0,unknown,no
30,blue-collar,single,secondary,no,7821,yes,no,unknown,28,may,1,-1,0,unknown,no
32,technician,single,secondary,no,1517,yes,no,unknown,7,may,2,-1,0,unknown,no
58,retired,married,secondary,no,1300,yes,yes,cellular,12,aug,2,-1,0,unknown,no
28,admin.,single,secondary,no,1614,yes,no,cellular,13,may,2,348,3,other,no
50,management,married,unknown,no,1503,yes,no,cellular,8,may,1,344,1,other,no
55,blue-collar,married,secondary,no,1491,yes,no,unknown,5,may,2,-1,0,unknown,no
44,blue-collar,married,primary,no,2210,yes,yes,cellular,19,nov,2,175,12,other,no
32,blue-collar,married,secondary,no,2073,yes,no,unknown,20,may,2,-1,0,unknown,no
39,management,married,primary,no,5027,yes,no,cellular,6,apr,2,138,1,failure,no
40,management,single,tertiary,no,13394,yes,no,unknown,17,nov,2,101,3,failure,no
50,housemaid,married,primary,no,8612,no,no,cellular,21,nov,2,-1,0,unknown,yes
57,management,divorced,tertiary,no,3039,no,no,cellular,22,aug,4,-1,0,unknown,no
30,unemployed,married,secondary,no,2080,yes,no,unknown,4,jun,2,-1,0,unknown,no
40,management,single,tertiary,no,1535,yes,no,cellular,6,may,3,-1,0,unknown,yes
58,blue-collar,married,secondary,no,1765,yes,no,telephone,22,jul,1,-1,0,unknown,no
63,housemaid,married,primary,no,2369,no,no,cellular,27,apr,1,187,1,other,no
54,admin.,married,secondary,no,3749,no,yes,cellular,12,aug,3,-1,0,unknown,no
30,admin.,single,secondary,no,2288,no,no,cellular,29,jan,2,-1,0,unknown,no
49,services,married,tertiary,no,2312,no,no,cellular,22,aug,9,-1,0,unknown,no
40,blue-collar,married,secondary,no,1763,yes,no,unknown,11,jun,1,-1,0,unknown,no
36,technician,married,secondary,no,2061,no,yes,cellular,9,jul,1,-1,0,unknown,no
32,self-employed,single,tertiary,no,2578,yes,yes,unknown,16,may,1,-1,0,unknown,no
27,management,married,tertiary,no,1244,yes,yes,cellular,18,may,4,332,4,other,yes
38,management,married,tertiary,no,1515,yes,yes,unknown,3,jun,3,-1,0,unknown,no
52,blue-collar,married,secondary,no,1242,yes,no,cellular,17,apr,2,-1,0,unknown,no
60,retired,married,primary,no,5483,no,no,cellular,30,nov,4,-1,0,unknown,no
37,services,married,secondary,no,1525,yes,no,unknown,6,may,3,-1,0,unknown,no
71,retired,married,secondary,no,2245,no,no,telephone,9,sep,1,-1,0,unknown,no
34,technician,single,secondary,no,1428,no,no,cellular,18,aug,4,-1,0,unknown,yes
39,entrepreneur,single,secondary,no,2120,no,no,unknown,19,may,2,-1,0,unknown,no
58,admin.,married,secondary,no,3643,no,yes,unknown,9,jun,1,-1,0,unknown,no
62,management,divorced,tertiary,no,1762,no,no,cellular,3,jun,1,-1,0,unknown,yes
33,self-employed,single,secondary,no,1584,yes,no,unknown,26,may,4,-1,0,unknown,no
29,management,single,tertiary,no,2123,yes,no,unknown,5,jun,3,-1,0,unknown,yes
29,blue-collar,single,secondary,no,1440,no,no,cellular,26,feb,2,-1,0,unknown,no
33,admin.,divorced,secondary,no,3309,yes,no,cellular,21,jul,1,-1,0,unknown,no
37,management,married,tertiary,no,1529,no,yes,cellular,11,aug,2,-1,0,unknown,no
40,technician,single,secondary,no,1676,no,yes,unknown,20,jun,2,-1,0,unknown,no
47,management,married,tertiary,no,1769,no,no,cellular,30,apr,1,-1,0,unknown,yes
36,technician,divorced,tertiary,no,2167,yes,no,cellular,7,aug,2,-1,0,unknown,yes
38,technician,single,secondary,yes,1501,no,no,cellular,12,aug,2,-1,0,unknown,yes
41,management,single,secondary,no,2331,yes,no,unknown,29,may,4,-1,0,unknown,no
39,services,single,secondary,no,2450,yes,no,cellular,3,feb,3,-1,0,unknown,no
55,admin.,divorced,secondary,no,1504,yes,yes,cellular,30,apr,2,-1,0,unknown,no
45,admin.,divorced,secondary,no,2157,yes,no,cellular,21,nov,4,191,4,failure,no
59,management,married,unknown,no,1499,no,no,cellular,30,sep,1,-1,0,unknown,no
59,retired,married,secondary,no,2509,no,no,telephone,11,jan,1,192,2,success,yes
36,management,single,tertiary,no,1525,no,no,cellular,19,nov,1,-1,0,unknown,no
28,services,single,secondary,no,7074,yes,no,cellular,7,may,2,283,4,failure,no
28,management,single,secondary,no,1942,yes,no,unknown,6,jun,11,-1,0,unknown,no
60,technician,married,secondary,no,1529,no,no,unknown,16,jun,3,-1,0,unknown,no
40,blue-collar,divorced,secondary,no,1435,yes,no,cellular,11,may,1,173,1,failure,no
56,technician,divorced,secondary,no,2206,yes,yes,unknown,15,may,1,-1,0,unknown,no
40,technician,married,tertiary,no,4651,no,no,cellular,18,nov,2,-1,0,unknown,yes
29,technician,single,tertiary,no,2299,yes,no,cellular,15,may,1,364,1,other,no
33,self-employed,single,tertiary,no,1538,no,no,cellular,5,feb,1,-1,0,unknown,no
49,blue-collar,married,secondary,no,4122,yes,no,cellular,11,may,1,368,1,other,no
28,technician,single,secondary,no,1311,yes,no,unknown,28,may,3,-1,0,unknown,yes
36,entrepreneur,married,tertiary,no,1389,yes,no,cellular,16,jul,1,-1,0,unknown,no
45,admin.,married,secondary,no,1563,no,no,cellular,19,aug,1,84,3,success,yes
47,blue-collar,married,primary,no,1367,no,no,unknown,23,may,5,-1,0,unknown,no
31,blue-collar,single,secondary,no,1537,no,yes,cellular,21,jul,1,-1,0,unknown,yes
35,management,single,tertiary,no,3418,no,no,cellular,19,nov,1,-1,0,unknown,no
46,blue-collar,single,primary,no,2245,yes,no,unknown,30,may,2,-1,0,unknown,no
33,admin.,single,secondary,no,1569,yes,no,cellular,16,apr,2,-1,0,unknown,no
29,management,married,tertiary,no,2335,no,no,cellular,22,sep,1,-1,0,unknown,yes
30,management,single,tertiary,no,1655,yes,yes,cellular,25,jul,2,-1,0,unknown,no
39,management,married,tertiary,no,1812,yes,no,cellular,14,may,3,275,4,failure,yes
45,technician,married,secondary,no,490,yes,no,cellular,16,apr,1,-1,0,unknown,no
49,admin.,married,secondary,no,5165,no,no,cellular,18,oct,1,95,3,success,yes
48,technician,divorced,secondary,no,4874,yes,no,unknown,14,may,2,-1,0,unknown,no
35,admin.,married,secondary,no,1394,yes,no,unknown,7,may,2,-1,0,unknown,no
36,management,married,tertiary,no,3172,yes,no,cellular,18,may,2,356,4,failure,no
53,services,married,secondary,no,1533,no,yes,unknown,26,jun,3,-1,0,unknown,no
48,management,divorced,tertiary,no,1444,no,no,unknown,17,jun,2,-1,0,unknown,no
31,unemployed,single,tertiary,no,2391,no,no,cellular,5,feb,1,-1,0,unknown,no
37,services,married,secondary,no,1619,yes,no,unknown,2,jun,1,-1,0,unknown,yes
34,blue-collar,single,secondary,no,2275,yes,no,cellular,14,may,1,-1,0,unknown,yes
35,management,married,tertiary,no,2547,yes,no,cellular,13,may,1,-1,0,unknown,yes
41,management,single,tertiary,no,1542,yes,no,cellular,12,may,4,369,3,failure,no
44,self-employed,married,secondary,no,7034,no,no,cellular,17,nov,2,-1,0,unknown,no
50,blue-collar,single,primary,no,1825,no,no,unknown,5,jun,2,-1,0,unknown,no
38,blue-collar,single,secondary,no,1756,no,yes,unknown,16,jun,3,-1,0,unknown,no
30,technician,single,secondary,yes,1122,yes,no,unknown,3,jun,7,-1,0,unknown,no
36,admin.,married,secondary,no,1916,yes,no,unknown,7,may,1,-1,0,unknown,no
51,blue-collar,married,secondary,no,947,yes,no,cellular,14,may,1,-1,0,unknown,yes
55,admin.,married,secondary,no,1946,no,no,cellular,5,apr,1,-1,0,unknown,yes
45,technician,married,secondary,no,2181,yes,no,cellular,14,jul,5,-1,0,unknown,no
49,management,married,tertiary,no,1712,no,no,cellular,22,aug,7,-1,0,unknown,no
39,management,single,unknown,no,1924,yes,no,cellular,16,apr,1,-1,0,unknown,no
43,blue-collar,married,primary,no,906,no,yes,telephone,8,jul,3,-1,0,unknown,no
41,self-employed,married,tertiary,no,2557,no,no,unknown,6,jun,1,-1,0,unknown,yes
40,management,single,tertiary,no,1912,yes,no,cellular,11,may,1,367,7,failure,no
40,blue-collar,married,secondary,no,2011,yes,yes,unknown,23,may,2,-1,0,unknown,no
39,management,married,tertiary,no,1918,yes,no,cellular,7,may,1,351,1,failure,no
40,blue-collar,married,primary,no,3662,yes,no,cellular,19,nov,1,183,1,failure,no
51,blue-collar,divorced,primary,no,1431,yes,no,unknown,27,may,7,-1,0,unknown,no
34,management,single,tertiary,no,1523,no,no,cellular,5,feb,4,-1,0,unknown,yes
47,blue-collar,divorced,secondary,no,2693,yes,no,cellular,29,jan,2,-1,0,unknown,no
43,entrepreneur,married,primary,no,1429,yes,no,cellular,21,nov,2,-1,0,unknown,yes
45,blue-collar,married,primary,no,1980,yes,no,unknown,7,may,2,-1,0,unknown,no
37,unemployed,married,tertiary,no,2316,yes,no,cellular,19,nov,7,-1,0,unknown,no
34,services,married,secondary,no,1507,yes,no,unknown,15,may,9,-1,0,unknown,no
32,technician,single,tertiary,no,3432,yes,no,cellular,18,may,1,-1,0,unknown,no
32,services,married,secondary,no,2745,yes,yes,cellular,17,jul,1,-1,0,unknown,no
32,services,married,secondary,no,2206,yes,no,unknown,29,may,1,-1,0,unknown,no
40,admin.,divorced,secondary,no,1695,yes,no,unknown,17,jun,3,-1,0,unknown,no
35,self-employed,married,secondary,no,1640,yes,no,cellular,29,jul,12,-1,0,unknown,no
60,technician,married,tertiary,no,2305,no,no,cellular,18,aug,1,78,2,failure,no
42,services,married,secondary,no,1396,no,no,unknown,12,jun,2,-1,0,unknown,no
54,services,married,secondary,no,1531,yes,no,unknown,15,may,12,-1,0,unknown,no
33,admin.,single,secondary,no,2171,yes,no,unknown,26,may,2,-1,0,unknown,yes
29,services,single,secondary,no,1503,yes,no,unknown,28,may,2,-1,0,unknown,yes
36,entrepreneur,married,secondary,no,3334,yes,no,cellular,9,apr,3,321,6,failure,no
58,admin.,divorced,primary,no,1477,no,yes,cellular,10,jul,1,-1,0,unknown,no
49,housemaid,single,tertiary,no,4673,no,no,telephone,6,oct,1,204,3,failure,no
42,services,married,secondary,no,1105,yes,yes,cellular,13,may,1,295,6,failure,no
31,management,single,secondary,no,2088,yes,no,unknown,16,jun,19,-1,0,unknown,no
39,management,married,tertiary,no,1958,no,no,cellular,18,jan,2,115,3,failure,no
59,unemployed,married,primary,no,1514,no,no,unknown,9,jun,1,-1,0,unknown,no
45,technician,married,secondary,no,1450,yes,yes,cellular,4,feb,8,204,5,failure,no
36,technician,single,secondary,no,1962,yes,no,cellular,29,jul,8,-1,0,unknown,no
40,management,married,tertiary,no,1421,yes,no,cellular,13,may,5,303,2,failure,no
37,technician,married,secondary,no,1784,yes,no,cellular,13,apr,3,-1,0,unknown,no
47,housemaid,married,primary,no,8759,no,no,cellular,13,aug,2,-1,0,unknown,no
40,unemployed,married,tertiary,no,2906,no,no,unknown,26,may,6,-1,0,unknown,no
60,blue-collar,married,primary,no,1476,yes,no,unknown,29,may,2,-1,0,unknown,no
40,management,married,tertiary,no,859,yes,no,cellular,21,jul,1,-1,0,unknown,no
36,management,married,secondary,no,1171,yes,no,unknown,27,may,2,-1,0,unknown,no
66,retired,divorced,tertiary,no,2396,no,no,cellular,3,jul,3,-1,0,unknown,no
59,retired,divorced,secondary,no,1149,yes,no,unknown,6,may,1,-1,0,unknown,no
35,technician,divorced,tertiary,no,1031,yes,no,unknown,23,may,1,-1,0,unknown,no
33,blue-collar,single,secondary,no,3361,no,no,cellular,7,may,2,-1,0,unknown,no
34,services,married,secondary,no,1550,yes,no,cellular,8,jul,5,-1,0,unknown,no
50,management,divorced,tertiary,no,1926,yes,no,cellular,9,apr,1,-1,0,unknown,no
31,blue-collar,married,secondary,no,957,no,yes,cellular,8,jul,2,-1,0,unknown,no
55,blue-collar,married,secondary,no,1541,no,no,cellular,22,aug,2,-1,0,unknown,yes
34,blue-collar,married,secondary,no,2017,yes,no,unknown,5,may,1,-1,0,unknown,no
32,unemployed,single,tertiary,no,1811,no,no,cellular,11,feb,3,-1,0,unknown,yes
29,student,single,secondary,no,1789,yes,no,cellular,13,may,1,358,2,failure,no
29,services,divorced,secondary,no,1522,yes,no,cellular,22,jul,1,-1,0,unknown,no
52,blue-collar,married,primary,no,5529,yes,no,cellular,7,aug,2,-1,0,unknown,yes
41,management,married,tertiary,no,4184,yes,no,unknown,2,jun,2,-1,0,unknown,yes
56,blue-collar,married,unknown,no,1731,yes,no,telephone,28,jan,4,258,3,other,no
48,blue-collar,married,primary,no,1859,yes,no,unknown,21,may,8,-1,0,unknown,no
46,services,married,secondary,no,7238,yes,no,cellular,1,apr,2,-1,0,unknown,no
44,management,married,tertiary,no,3692,yes,no,cellular,17,nov,3,-1,0,unknown,yes
50,technician,married,secondary,no,1536,no,yes,cellular,7,aug,5,-1,0,unknown,no
37,technician,married,secondary,no,1443,yes,no,cellular,9,nov,1,96,5,success,yes
34,blue-collar,married,primary,no,2140,no,yes,cellular,8,jul,1,-1,0,unknown,no
42,management,single,secondary,no,11800,yes,no,cellular,17,nov,3,-1,0,unknown,no
60,retired,divorced,tertiary,no,1687,yes,yes,cellular,8,jul,3,-1,0,unknown,no
37,blue-collar,single,primary,no,1715,yes,no,unknown,30,may,2,-1,0,unknown,no
44,blue-collar,married,primary,no,1982,yes,no,unknown,14,may,2,-1,0,unknown,no
36,management,married,tertiary,no,2818,no,no,telephone,30,jan,3,158,7,other,no
27,student,single,tertiary,no,2926,yes,no,cellular,15,may,1,-1,0,unknown,no
44,admin.,single,secondary,no,1258,yes,yes,telephone,21,oct,1,166,1,other,yes
36,housemaid,married,primary,no,4490,no,no,cellular,14,aug,2,-1,0,unknown,yes
